Text,Weight,Word_Density,Noun_Count,Verb_Count,Adj_Count,Adv_Count,Pron_Count,Polarity
rt georgegalloway rent buy film hmv amazon itun etc dont let get away crime iraq syria isi alqaeda https…,0.2,5.25,15,2,0,0,0,0.1779
rt cowansqiana aidan gray home modern antiqu furnitur light decor store bedroom wall shelv,0.0,6.0,10,0,4,0,0,0.0
news trump hillari elect syria disney bring back muppet babi,0.2,5.454545454545454,7,2,0,1,0,0.0
rt pwhitiswh jacksonvill vaughan bassett furnitur bedroom wall decor,0.0,6.8,8,0,0,0,0,0.0
rt kokozaw5 essenza dexterilgatto ae jonaschnedi iwidget evynw wall g+ ssapp junesiphon thank 🙏🏻😍,0.0,6.466666666666667,13,1,0,0,0,0.4404
rt crosiertomasa idaho babi – room bedroom wall unit comput,0.0,5.363636363636363,10,0,0,0,0,0.0
kerri plan balkanis syria via sharethi syria balkan assad ode yinon,0.24253562503633294,5.583333333333333,5,2,3,0,0,0.0
warcrim pile ngos work hand hand terrorist syria,0.2182178902359924,5.333333333333333,6,0,2,0,0,0.3182
uk column news 24th aug 2016 child sex church abus syria hagu,0.25,4.6923076923076925,9,0,1,0,0,0.0
rt iranpolici iran mullah regim underscor widespread dispatch irgc member syria freeiran…,0.2357022603955159,6.846153846153846,10,0,2,0,0,0.0
rt iranpolici iran mullah regim underscor widespread dispatch irgc member syria freeiran…,0.2357022603955159,6.846153846153846,10,0,2,0,0,0.0
this time even unreliefchief save usual angri exchang unsc meet syria,0.24253562503633294,5.75,5,1,3,1,0,-0.128
rt samvinograd the world forgiv us inact tragic true john allen charleslist genocid syria http…,0.2182178902359924,5.9375,5,4,4,0,1,-0.6679999999999999
microsoft aim wow highend pcs 3d softwar syria ليبيا الخليج,0.24253562503633294,5.363636363636363,5,2,2,0,0,0.5859
the list mps without heart syria,0.2886751345948129,4.571428571428571,4,0,0,0,0,0.0
rt beckycarroll7 sec johnkerri chicagocouncil say find way end humanitarian crisi syria 1st need e…,0.18569533817705186,6.1875,11,2,1,0,0,-0.3716
hope rise breakthrough eucanada trade talk syria tuni middleeast,0.25,6.4,7,0,1,0,0,0.4215
rt rosenblatt77 garland cute rug for girl room bedroom wall design dc,0.0,5.3076923076923075,11,0,0,0,0,0.4588
rt koester19971 buy kitchen utensil – your onlin shop home garden kitchen wall tile,0.0,5.533333333333333,11,1,1,0,1,0.0
ban ki moon repres crimin assad un shame u syria,0.2357022603955159,4.363636363636363,6,1,3,0,0,-0.8779
rt kovandir watch a kurdish femal sniper action turkish islamist alqaeda nsyria twitterkurd femalestate…,0.22360679774997896,6.933333333333334,7,1,5,0,0,0.0
rt taunyascal rang hood shop kitchen ventil & amp ; rang hood product kitchen wall color,0.0,5.176470588235294,10,1,2,0,0,0.0
gray stair andrecoandreco last day bitonto gray climat wall paint andreco…,0.0,6.166666666666667,6,1,3,0,0,0.0
at unesco syria complain isra archaeolog dig insid syria the time israel the ti syria,0.19245008972987526,5.3125,7,3,2,0,0,-0.3818
rt americantiledep a wonder bathroom stylish travertin tile 🛀 tile floor bathroomfloor bathroomwal wall interiors…,0.0,7.125,12,1,1,0,0,0.5719
the latest the hasan shahin daili thank supertrad leadership syria,0.24253562503633294,6.0,5,0,3,0,0,0.4926
aleppo brace harsh winter via almonitor syria,0.2886751345948129,5.625,4,0,2,0,0,-0.4404
the latest hella delici roundup syria,0.31622776601683794,5.285714285714286,4,0,1,0,0,0.6468
malaysia buy navi vessel china blow us manilakuala lumpur reuter malay world syria,0.2,5.857142857142857,6,3,3,0,1,0.0
rt natopapress day 2 gsmrome start carrabinieri expert mps back discuss migrant syria iraq follow live…,0.22360679774997896,6.0588235294117645,8,2,4,1,0,0.0
usa barackobama potus & amp ; russia putinrf ; enjoy play game kill syriairaq,0.2581988897471611,5.133333333333334,6,2,1,0,0,-0.0516
rt chambersrossana homelif – bedroom makeov idea bedroom wall sticker,0.0,6.2727272727272725,10,0,0,0,0,0.0
rt georgegalloway rent buy film hmv amazon itun etc dont let get away crime iraq syria isi alqaeda https…,0.2,5.25,15,2,0,0,0,0.1779
rt schrupp97 bathroom suit fit & amp ; fixtur sale bathroom wall mirror,0.0,5.071428571428571,8,2,1,0,0,0.0
rt lstanbulda rykaminski jlaumann us saudi arabia still i guess iraq afghanistan yemen libya syria abughraib gtmo…,0.22360679774997896,6.333333333333333,9,4,2,1,1,0.0
hang photo got easier home wall decor tip style,0.0,4.7,6,1,2,0,0,0.4753
the latest the infohead journal russia thank eurasianet russiabeyond mfarussia syria uselect,0.2294157338705617,7.076923076923077,6,1,3,0,0,0.4926
rt mexodox the real face e aleppo reveal jihadist hellhol indistinguish libya iraq yemen afghan syria …,0.2132007163556104,5.722222222222222,7,4,5,0,0,0.0
rt unicefethiopia children daili stori via irishaid vsointl giqyxybadoda unicef syria,0.24253562503633294,7.083333333333333,5,1,4,0,0,0.0
rt fryemarco wichita 10 doubleduti nightstand bedroom wall decal,0.0,6.4,6,1,1,0,0,0.0
rt sadsujudi syria if war crime war crime usa freeiran no2rouhani syriata…,0.18257418583505536,5.6923076923076925,10,0,1,0,0,0.9344
crush polit polit life religi ident prosper syria,0.2182178902359924,5.444444444444445,6,0,2,0,0,-0.4215
rt ahmadghanbari11 syria if war crime war crime usa freeiran no2rouhani s…,0.18257418583505536,5.6923076923076925,10,0,1,0,0,0.9344
the latest the akalash daili thank ukrainolut lebanon syria,0.24253562503633294,5.9,5,0,2,0,0,0.4926
rt ricekebabjam everi sunni syria rais hand make dua isi win cuz shia take mosul next…,0.2,5.0588235294117645,12,3,1,0,0,0.5859
tom heaton could save dinosaurus extinct jesus lord perform wall,0.0,5.818181818181818,6,1,2,0,0,0.4753
let green bus pick bastard syria saa ghouta,0.2581988897471611,4.777777777777778,6,1,1,0,0,-0.6124
northern ireland leader say special status provinc possibl brexit belfast reuter world syria,0.2294157338705617,6.571428571428571,10,1,2,0,0,0.4019
rt elguseva29305 sealant use prevent water get bath wall home improv stack exchang bathroom wall clock htt…,0.0,5.944444444444445,15,1,0,0,0,0.4767
rt gkrahnkrahn wilmington stencil studio onlin shop bedroom wall decor like,0.0,6.25,10,0,0,0,0,0.0
sudia tri aggrav ethnic differ iran syria cyrus arab foreignpolici,0.25,6.0,7,1,2,0,0,0.0
read borisjohnson number10gov potus bbcnewsnight bbcnew channel4new un syria unsc unga,0.5163977794943222,7.166666666666667,4,2,4,1,0,0.0
rt ehsani22 western polici maker media establish bankrupt end side alqaeda syria …,0.2085144140570748,5.857142857142857,9,1,3,0,0,-0.6825
news trump hillari elect syria conway man said chant deplor,0.19611613513818404,5.363636363636363,7,2,1,0,0,0.0
rt emorynoga portland stencil studio onlin shop bedroom wall decor,0.0,6.0,10,0,0,0,0,0.0
news trump hillari elect syria facebook ad option could discriminatori,0.19611613513818404,6.363636363636363,6,3,0,0,0,0.0
rt moparvicd wenmay316 steph93065 crookedhilari syria russia emailscand podestaemails23 trump t…,0.2357022603955159,8.0,10,1,0,0,0,0.0
sorri west syrian peopl chosen assad isnt go anywher syria assad russia isi,0.2132007163556104,5.357142857142857,5,2,4,2,0,-0.0772
rt rcdefens us may need more troop syria via militarytim andrewtilghman,0.19245008972987526,5.916666666666667,4,2,2,0,1,0.0
rt auld1976 atlanta bedroom height tv stand bedroom wall clock district,0.0,5.916666666666667,10,1,0,0,0,0.0
syria women xxx sexual addict,0.3333333333333333,4.833333333333333,3,1,1,0,0,0.0
rt avautrav syria tank armour rock quit liter,0.2886751345948129,5.0,8,0,0,0,0,0.0
rt alalamchannel turkey send more troop northern syria,0.2085144140570748,6.0,3,1,4,0,0,0.0
rt colconnaughton a rose desert asma alassad ladi diana middl east assad syria usa regime…,0.19611613513818404,5.625,8,1,5,0,0,0.0
who said arresteddev realdonaldtrump wall halloween quot,0.0,7.0,4,1,1,0,1,0.0
great in grey beani autumn cloth leather hoodi fashionista femm girl unisex streetart wall,0.0,6.0,7,0,5,0,0,0.7034
the latest revolut and arabian news thank fardinmah rghebresi truthtellerzz syria iran,0.24253562503633294,6.615384615384615,8,0,2,0,0,0.4926
rt rtcnn news trump hillari elect syria fbi unlik finish review new email election…,0.2294157338705617,5.533333333333333,9,2,3,0,0,0.0
rt armandoorton indianapoli bathroom item bathroom wall clock phoenix,0.0,6.9,8,0,1,0,0,0.0
the latest nasso daili thank paulsalem kataebeng halloween syria,0.2672612419124244,6.4,6,0,2,0,0,0.4926
video barrack bomb gather peshmerga northeast mosul mortar iraq syria break news,0.2182178902359924,6.153846153846154,12,0,0,0,0,0.0
david ick the isi crisi the hidden hand syria newworldord neocon israel usa,0.2294157338705617,5.357142857142857,8,2,1,0,0,-0.2263
novemb 01 2016 0345am syrian armi play sim syria,0.6380711874576984,4.8,4,0,1,1,0,0.2023
were perfect control us plan oper islam state syria despit syria syrianew,0.20412414523193154,5.615384615384615,5,4,2,0,1,-0.4585
rt armandoorton indianapoli bathroom item bathroom wall clock phoenix,0.0,6.9,8,0,1,0,0,0.0
liveleak syria the new graveyard russian invad histori bear testimoni h syria daeshbag,0.2182178902359924,6.142857142857143,7,2,3,0,0,-0.29600000000000004
[ watch ] five short film go insid itali chaotic refuge recept system via opensocieti,0.4023689270621825,5.3125,7,1,4,1,0,-0.4939
rt yaxl playtim two southsudan refuge kid reach safeti busia uganda,0.4023689270621825,5.583333333333333,7,1,1,0,0,0.5574
rt bobneuf video happi worldsmileday syria refuge children wvlebanon & amp ; worldvisioncan,0.6565698352151748,6.5,6,3,2,0,0,0.5719
rt kabulwashington hot chaiwala refuge afghanistan paktia provinc saidkaram district chaiwalla,0.45624347841703794,7.833333333333333,9,0,2,0,0,0.0
rt kabulwashington hot chaiwala refuge afghanistan paktia provinc saidkaram district chaiwalla,0.45624347841703794,7.833333333333333,9,0,2,0,0,0.0
rt humanitystrong are are unicef we childrenfirst refuge migrant,0.7414213562373095,6.4,3,3,2,0,1,0.0
skittleg continu david kitto refuge cyprus sue donald trump et al copyright infring,0.3817206807583979,5.928571428571429,8,2,1,0,0,0.0
rt steve0423 the syrianrefuge raperefuge refuge children readi first day school 😠😠😠 debat debates…,0.6565698352151748,6.533333333333333,10,2,1,0,0,0.4199
rt unicefukmedia this isnt refuge problem polit issu stellacreasi tell susannahbutt …,0.348461712529338,6.538461538461538,10,1,0,0,0,0.3089
rt calix rama kattabeh tell challeng syrian refuge home demolish nowher go & amp ; much more…,0.3559563702119719,5.166666666666667,9,3,2,1,0,0.0772
rt eurosluggard im say xraylov refugeeh mp davidtcdavi uptight narcissist sig…,0.3639563886444922,6.5,6,2,3,0,0,-0.3818
rt counterjihadus state dept admit isi use refuge flow infiltr west,0.3916371550013242,5.583333333333333,10,1,0,0,0,0.29600000000000004
rt eminahrw syrian girl swing front refuge home greec she 10 hasnt spent one day school ever …,0.2885537118791427,4.947368421052632,8,3,3,1,1,0.0
rt lotteleicht1 safe happi cheeki children a young syria refuge unicef support …,0.5644707842690466,5.714285714285714,9,0,3,0,0,0.836
rt pa watch benedictcumberbatch discuss uk respons refuge crisi receiv humanitarian award in…,0.3639563886444922,6.642857142857143,9,1,3,0,0,-0.1531
pa eh soe digitalstori leav best friend move us karen refuge friendship,0.348461712529338,5.461538461538462,8,1,2,0,1,0.8126
rt pa watch benedictcumberbatch discuss uk respons refuge crisi receiv humanitarian award in…,0.3639563886444922,6.642857142857143,9,1,3,0,0,-0.1531
rt eminahrw syrian girl swing front refuge home greec she 10 hasnt spent one day school ever …,0.2885537118791427,4.947368421052632,8,3,3,1,1,0.0
it fairi tale live end refuge crazyhaz thenorthwest,0.3916371550013242,5.666666666666667,4,1,2,0,1,0.0
rt thomdavi here research paper isakje i visit calai refuge camp creation 18 month ago https…,0.348461712529338,5.470588235294118,11,1,1,2,0,0.2732
rt sputnikint sever syrian refuge children found make cloth uk brand turkish factories…,0.9267766952966368,6.214285714285714,8,2,3,0,0,0.0
rt thomdavi here research paper isakje i visit calai refuge camp creation 18 month ago https…,0.348461712529338,5.470588235294118,11,1,1,2,0,0.2732
rt its2016cmon ayo man im refuge im starv dont touch might break $ 300 headphon fam,0.3017766952966369,4.882352941176471,10,2,1,0,0,-0.4215
for want understand activ calai today livestream thejungl calai refuge,0.4023689270621825,6.363636363636363,7,1,1,0,0,0.0
iraqi soldier help displac man push car arriv refuge camp town qayyarah south…,0.3226128574608258,5.571428571428571,11,1,1,0,0,0.3818
rt hannarosebutl watch maje kiwi came nz refuge syria cook mikevandeelzen kiwi live tonight http…,0.32853285321782955,6.0625,8,2,4,1,0,0.0
rt eminahrw syrian girl swing front refuge home greec she 10 hasnt spent one day school ever …,0.2885537118791427,4.947368421052632,8,3,3,1,1,0.0
rt lucidhurrican break man kill former cowork va workplac shoot came us refuge kenya https…,0.3639563886444922,5.6875,7,4,3,0,1,-0.6705
rt lucidhurrican break man kill former cowork va workplac shoot came us refuge kenya https…,0.3639563886444922,5.6875,7,4,3,0,1,-0.6705
rt arabianverita saudi campaign distribut school bag hundr syrian refuge student jordan syria refugees…,0.4140342101788418,6.866666666666666,11,0,3,0,0,0.0
csfcanada laughterart realpatchadam joyologist laughter foreign accent puppet children refuge,0.6767766952966369,8.454545454545455,6,1,3,0,0,-0.3595
rt bdmowel italian prime minist repeat threat veto eu refuge quota countri,0.3916371550013242,5.6923076923076925,10,0,2,0,0,-0.5267
csfcanada laughterart realpatchadam joyologist laughter foreign accent puppet children refuge,0.6767766952966369,8.454545454545455,6,1,3,0,0,-0.3595
canadian becom immigr friend amid refuge crisi survey find,0.45624347841703794,5.8,5,1,2,0,0,-0.1585
a garder middl jungl afghan refuge calai asylum,0.4023689270621825,5.222222222222222,6,0,0,0,0,0.0
rt cause2createuk join hack workshop london & amp ; help creat real chang affect refuge crisi createchang ht…,0.3639563886444922,5.7368421052631575,12,3,1,0,0,0.0772
rt nikoliaa watch aj video music help refuge children heal trauma war lesbo,0.5525858577612696,5.357142857142857,8,1,4,0,0,-0.6705
rt wrcommiss our cgi2016 commit 2 transit syrian refuge women+girl fr cash asst 2 workforc win all…,0.348461712529338,5.5,11,2,1,0,1,0.7506
pull sea migrant \refuge learn fate via reuterstv,0.9267766952966368,5.444444444444445,6,0,1,0,0,0.0
rt abcnew icymi perth lawyer rais ugandan refuge camp flee south sudan win industri award…,0.4140342101788418,5.625,9,1,5,0,0,0.5719
we ought talk open children hivaid refuge support grp member facilit fi…,0.5309073193326754,5.538461538461538,6,2,2,0,1,0.4019
rt wfp listen vamtalk & amp ; discov bigdata analysi help track refuge movement lebanon →…,0.4267766952966369,5.294117647058823,8,5,1,0,0,0.3818
rt ozrefugeecounc can anyon rememb last time saw fair go it anywher near refuge polici that sure ht…,0.3116736307086359,5.2631578947368425,6,4,3,1,1,0.5574
this gave hope i lost 5 year ago meet nadia 19 yr old syrian refuge mewesyria program syria,0.5309073193326754,4.7894736842105265,8,3,3,1,0,0.1531
rt davidmann propos refuge visa ban law would impos lifelong sentenc victim persecut & amp ; set anoth danger p…,0.3559563702119719,5.333333333333333,12,2,1,0,0,-0.8805
rt honeputu refuge legisl noth dutton distract 2 take mind refuge rot manus & amp ; nauru,0.3639563886444922,4.944444444444445,11,1,0,0,0,-0.4336
techfuge tech community92 respons refuge crisi hack4refuge techfuge sydney,0.3639563886444922,7.4,7,1,1,0,0,-0.6249
rt peterwmurphy1 dear pm turnbullmalcolm thank protect us asylumseek yknow like refuge agueknyokauspol htt…,0.3916371550013242,7.133333333333334,8,2,2,0,1,0.807
rt actionfromch heartbreak word refuge ladi come athenacentreforwomen chio,0.3916371550013242,7.4,6,3,0,0,0,-0.4588
rt worldvisionir if educ life return re educ refuge children kidsdeservebett worldvision…,0.6565698352151748,6.846153846153846,9,1,1,0,0,0.0
rt worldvisionir if educ life return re educ refuge children kidsdeservebett worldvision…,0.6565698352151748,6.846153846153846,9,1,1,0,0,0.0
rt worldvisionir if educ life return re educ refuge children kidsdeservebett worldvision…,0.6565698352151748,6.846153846153846,9,1,1,0,0,0.0
rt refugeeact as halloween here stori refuge famili love harrypott thank michell sharing…,0.3559563702119719,6.357142857142857,9,1,1,1,0,0.7783
rt iactrippl plant seed protect peac & amp ; learn refuge children & amp ; communiti becom iact sustain action https…,0.5414213562373096,5.318181818181818,10,3,2,0,0,0.5423
rt politicalislam whi let innew video dismantl case refuge influx securefreedom http…,0.3725212401980843,6.538461538461538,9,1,2,0,0,0.0
rt ozrefugeecounc aus refuge polici separ famili everi day yesterday propos would make lifelong realiti thousands…,0.3817206807583979,6.705882352941177,9,2,3,0,0,0.0
rt islamicrelief what motiv shawki come work everyday opportun help refuge children need …,0.5026971092138263,6.0,6,4,3,0,1,0.6705
rt konk malcolm turnbul refuge polici perfect summaris 1 davpop cartoon qanda,0.4023689270621825,5.923076923076923,9,1,1,0,0,0.6369
rt refugeeact as halloween here stori refuge famili love harrypott thank michell sharing…,0.3559563702119719,6.357142857142857,9,1,1,1,0,0.7783
barrel bomb hit largest hospit rebelheld aleppo dkaid dkmedier dkpol syria via yahoonew,0.2294157338705617,6.214285714285714,7,2,3,0,0,0.0
liveleak aleppo main hospit rebel side bomb russian warplan sy syria daeshbag,0.2182178902359924,5.923076923076923,6,2,4,0,0,-0.1531
syria conflict besieg area aleppo live hell bbc news bbc newssyria conflict besieg syria,0.19611613513818404,5.866666666666666,8,2,2,2,0,-0.8481
un syria a level savageri human endur cnn cnnun syria a level syria,0.3333333333333333,4.785714285714286,7,2,2,0,0,-0.6908
rt jonhutson the latest the humanright daili thank holzmank homapourasgari akasassinak syria aleppo,0.22360679774997896,7.071428571428571,8,1,2,0,0,0.4926
rt sam325 russian syrian warplan accus destroy syria cave hospit syria hospit,0.2182178902359924,5.923076923076923,8,2,2,0,0,-0.7003
christian leader urg safe zone aleppo aljazeera السعودية syria,0.2672612419124244,6.2,6,0,3,0,0,0.4404
the obama administr consid adoptarefuge plan open us door via bpolit syria,0.5771571050001026,5.6923076923076925,7,1,1,0,1,0.0
liveleak usa russia diplomat breakdown syria just week ago world f syria daeshbag,0.2182178902359924,5.785714285714286,8,0,2,2,0,0.0
vote un chief move key stage guterr top pick unit nation reuter a world syria,0.20412414523193154,4.8125,10,0,4,0,0,0.6523
i support white helmet god job i person interest whose syrian peopl victiml sacr syria onu,0.18257418583505536,5.294117647058823,11,0,4,0,1,0.7783
residenti area obliter russian bomb aleppo syria russia iran terror,0.24253562503633294,6.090909090909091,6,1,3,0,0,-0.8271
rt drshajulislam this differ make hospit syria help us help ukactionrefugee…,0.2085144140570748,6.333333333333333,5,4,0,0,1,0.6872
rt hakkad88 be voic voiceless syria sos human extermin act2endassadswar,0.19245008972987526,6.454545454545454,5,2,3,0,0,0.0
build wall two wall,0.0,3.8,2,1,0,0,0,0.0
rt rutgerschurchni sunday11 learn situat syria & amp ; impact refuge crisi pcusa refuge wechoosewelcom syria uws…,0.621052888871886,6.277777777777778,13,1,1,0,0,-0.6249
unicef twin girl syria aleppo children forget smile life refugeecamp…,0.4714045207910317,6.2727272727272725,6,1,3,0,0,0.0
directd3mocraci ww3 usarmi war russia nhs bbc syria nato uk eu youtub old news alreadi war alreadi,0.4364357804719848,5.444444444444445,11,1,4,1,0,-0.5994
a must read summari syria russia nato,0.2773500981126146,4.625,2,2,1,0,0,0.0
what realli happen aleppo syria reuter bbcnew cnn ap itn damascus hom amanpour guardian,0.2294157338705617,5.8,7,3,3,0,1,0.0
250000 150000 90000 trap aleppo theyr make number go along syria,0.2,5.333333333333333,5,2,0,0,0,-0.5267
eu offici see end sanction russia ukrain uae syria مصر,0.2357022603955159,4.909090909090909,4,1,4,0,0,-0.29600000000000004
refworld syrian arab republ unit nation crossbord oper unsc resolut 2165219 syria,0.2294157338705617,6.230769230769231,8,0,2,0,0,0.4215
the truth aleppo syria syriacrisi aleppo damascus kurd holocaustaleppo putincrim assadcrim,0.25,7.5,6,1,3,0,0,0.3182
intern aid truck arriv syrian town madaya syria aid seig,0.2357022603955159,5.090909090909091,7,0,3,0,0,0.0
metalhead respect solidar syria metalhead respect syria chariti concert metal jakarta… [ pic ] —,0.4364357804719848,6.0,14,0,1,0,0,0.6486
finland host un aid summit syria uutisvahti finland un syria,0.5,5.454545454545454,6,1,3,0,0,0.0
war propaganda syria� destruct lie western media syria hegemoni usa propaganda media 1,0.20412414523193154,6.142857142857143,7,1,4,0,0,-0.9081
rt colconnaughton stopbombingsyria europ refuge crisi deprav moral david cameron syria https…,0.22360679774997896,7.153846153846154,9,1,2,0,0,-0.6249
syria ff paulo34 hadialbahra nightsideaeb syria aleppo,0.2773500981126146,6.75,5,1,1,0,0,0.0
aleppo air strike kill 14 member one famili say rescuer syria aleppo,0.24253562503633294,5.230769230769231,6,3,0,1,0,-0.6124
rt sherinet glad hear mani member state talk need accountabilityhop follow unga syria,0.2132007163556104,6.071428571428571,8,1,4,0,0,0.4588
anoth helpless syrianrefuge child arriv london morn glad help refugeeswelcom,0.0,6.909090909090909,5,1,3,0,0,0.4019
intern aid truck arriv syrian town madaya syria aid seig,0.2357022603955159,5.090909090909091,7,0,3,0,0,0.0
rt ovr2you proof isisisisrael reason 4 proxi war syria expans zionist …,0.2,5.461538461538462,7,2,1,0,0,-0.6688
rt robertbreez here bottom line syria refuge calai showsomefuckingcompass,0.2581988897471611,7.3,6,1,1,1,0,0.0
rt hopesarout syria deirezzor a littl girl tri collect cook oil spill floor drop aid by…,0.20412414523193154,5.176470588235294,12,2,1,0,0,0.0
asosheretohelp marksandspenc nextoffici stop syrianrefuge children exploit suppli chain,0.2886751345948129,8.7,7,1,1,0,0,-0.6696
rt mahiman73 who kill innoc ppl syria & amp ; yemen jew christian neither hindus muslims…,0.2294157338705617,5.235294117647059,7,2,3,0,1,-0.25
make america great trumpwal,0.0,5.4,3,0,1,0,0,0.6249
un aid chief voic ‘ deep frustrat medic evacu plan aleppo scrap syria iraq,0.4588314677411235,4.933333333333334,9,1,4,0,0,0.0
mother agn aleppo lie syria reuter bbcnew cnn ap break wsj worldnew time guardian skynew,0.22360679774997896,5.5,8,1,6,0,0,-0.4215
human right watch is group mine kill wound hundr civilian includ dozen children syria town ap hrw syria,0.4170288281141496,5.421052631578948,11,3,4,0,0,-0.6908
rt terryandov 300 civilian kill us atttack syria reuter bbcnew cnn ap break wsj worldnew guardian skynew htt…,0.2294157338705617,5.7368421052631575,6,3,6,0,1,-0.6705
rt drshajulislam 14 children kill still hold bag head school idlib syria today how sad pleas share…,0.4264014327112208,5.5,7,4,3,2,0,-0.743
mother agn aleppo lie syria reuter bbcnew cnn ap break wsj worldnew time guardian skynew,0.22360679774997896,5.5,8,1,6,0,0,-0.4215
franc open support brutal tortur slay 250 children syria financi militari aid,0.4082482904638631,5.923076923076923,8,1,2,0,0,-0.7579
rt manatru syria uk assad russia nato serenashim knew could allow live woth knowledg …,0.20412414523193154,5.375,9,2,3,0,0,0.0
rt natopapress start tomorrow gsmrome seminar libya mena westernbalkan syria iraq more inform itenfr…,0.24253562503633294,6.733333333333333,10,0,3,1,0,0.0
rt afpphoto syria children run cover follow report govern air strike rebelheld town douma afp photo…,0.2182178902359924,5.882352941176471,11,3,1,1,0,-0.3612
middleeastey rebel fire kill six children aleppo languag undefin syria,0.5163977794943222,6.363636363636363,7,0,2,0,0,-0.7579
rt behzadmoezi im cri today mullah whip children iran shame either2destroy kidsn syria https…,0.20412414523193154,6.2,10,3,1,0,0,-0.8126
😢😢😢 syria terrorismhastostop endwar idlib syriacrisi syria,0.4082482904638631,7.25,4,0,3,0,0,0.0
rt hasanalmossa our children condemn hope syria,0.5773502691896258,5.875,4,2,0,0,1,0.0
rt sumersloan never forget children world lost syria iraq gaza worldwid,0.4472135954999579,5.916666666666667,7,2,1,1,0,-0.1615
rt abihabib civilian west aleppo fall victim fsa rebel launch rocket suicid attack syria,0.2182178902359924,5.866666666666666,11,0,2,0,0,-0.8979
rt hasanalmossa our children condemn hope syria,0.5773502691896258,5.875,4,2,0,0,1,0.0
rt drudgeheadlin rancher yearn trump wall it cartel land,0.0,5.6,7,1,0,0,1,0.0
rt radioirava im cri today mullah whip children iran shame either2destroy kidsn syria https…,0.2,6.133333333333334,10,3,1,0,0,-0.8126
this heartbreak the remain drs syria real hero,0.2581988897471611,5.111111111111111,2,1,3,0,0,0.0772
this gave hope i lost 5 year ago meet nadia 19 yr old syrian refuge mewesyria program syria,0.5309073193326754,4.7894736842105265,8,3,3,1,0,0.1531
australia plan ban asylum seeker ever visit canberra australia ap — australia sund syria,0.19611613513818404,5.866666666666666,9,2,2,1,0,-0.5574
underfollow syria pleas ff 4 syria stephenalbert11 syria,0.25,6.222222222222222,3,1,3,0,0,0.3802
realdonaldtrump may need build wall northern border canada gone stupid 🛇 islam,0.0,6.0,5,3,3,0,0,-0.5267
rt joseek alqaeda fighter syria notic usaid background,0.24253562503633294,6.0,7,0,1,0,0,-0.0516
to syria love delawar ship suppli refuge the news journal syria syrianew,0.2357022603955159,5.538461538461538,5,4,1,0,0,0.6369
rt msfsea meet jamila mum 10 grandma 13 & amp ; syrian refuge she know shell stuck greec month so…,0.2885537118791427,4.666666666666667,9,2,3,1,1,-0.25
rt fbhutto meron semedar refuge eritrea at oyw ottawa carri refuge flag the…,0.696923425058676,5.428571428571429,10,0,1,0,0,0.0
rt refugeestori the carpent lampedusa this inspir man make cross dead abandon refuge boat …,0.348461712529338,5.6875,7,2,3,1,0,-0.6705
ladygaga nfl foxtv pepsi punish tortur mother & amp ; got refuge fraud nyc robert marcon,0.3639563886444922,5.176470588235294,8,1,3,0,0,-0.8286
the latest the refuge daili thank ad198741 ozrefugeecounc kathrynbuford refuge cultur,0.4023689270621825,7.083333333333333,8,0,1,0,0,0.4926
rt yaxl a young southsudan refuge medic screen she left yei brother shot dead she doesnt kno…,0.348461712529338,5.166666666666667,8,3,2,0,2,-0.6486
rt dwnew hungarian voter weigh refuge quota follow fannyfacsar budapest …,0.4862107310537404,6.083333333333333,8,1,2,0,0,0.0
when get impati perhap think again… refuge,0.4927992798267444,5.25,2,2,1,1,0,-0.29600000000000004
rt rtcom urgent 95 % hungarian vote eu refuge quota referendum invalid due low turnout exit poll …,0.7729851983261213,5.157894736842105,10,1,6,0,0,-0.2224
rt dijkstrahylk hungari referendum blow orban but 95 % voter said eu polici refuge realloc that the…,0.7567100029932011,5.555555555555555,12,1,1,0,0,0.0
rt rtcom urgent 95 % hungarian vote eu refuge quota referendum invalid due low turnout exit poll …,0.7729851983261213,5.157894736842105,10,1,6,0,0,-0.2224
rt rtcom 98 % hungarian reject refuge quota low turnout rule referendum invalid earli result,0.8089570206700691,5.75,10,1,3,0,0,-0.5423
rt rtcom 98 % hungarian reject refuge quota low turnout rule referendum invalid earli result,0.8089570206700691,5.75,10,1,3,0,0,-0.5423
rt mediagovgr 71 new arriv eastern aegean island read summari statement refuge flow 3102016 ref…,0.3559563702119719,6.0,6,2,5,0,0,0.0
rt unicefuk thank sarahwollaston carolineansel & amp ; jasonmccartney urg amberruddmp reunit refuge children t…,0.6565698352151748,6.9375,10,0,3,0,0,0.3612
hungari referendum refuge quota rule invalid migrant europ,0.9907659622418868,6.444444444444445,7,0,1,0,0,0.0
rt doamuslim syrian refuge children detain beaten & amp ; strip nake carri toy gun greec …,0.6053274785083769,5.0,9,2,3,0,0,-0.6705
rt daystotrump czech presid zeman say muslimbrotherhood mastermind refuge crisi financ sever countri …,0.4023689270621825,6.8,13,1,0,0,0,-0.6249
rt hpsustain were ad hp learn studio lebanon & amp ; jordan help empow refuge children …,0.5209829429477049,4.888888888888889,9,4,1,0,0,0.4019
rt jennavehvi eu deport afghan asylum seeker back not sustain way resolv situat europ refuge …,0.3414213562373095,5.529411764705882,12,2,0,2,0,0.3818
ethiopia creat 100000 job tackl refuge problem via qzafrica,0.4140342101788418,5.9,5,0,1,1,0,-0.128
